"ORDCOM","FECORD","CODPRO","DESORD","CRECON","PLAENT","TIECAN","MONORD","DTOORD","REFCOM","STAORD","AFEPRE","CONPAG","FORENT","FECANU","TIPMON","VALMON","TIPCOM","TIPORD","TIPO","CODUNI","CODEMP","NOTORD","TIPDOC","TIPPRO","AFEPRO","DOCCOM","REFSOL","TIPFIN","JUSTIF","CONCEPTO","REFREQ","RESENT","LUGENT","LUGCOM","EMBALAJE","ORIGEN","CLAFIE","CLAPEN","CLAESP","CLAEXT","CODINTUSU","FIANZA","FECFIA","INSFIN","CODUBI","CODMEDCOM","CODPROCOM","CODPAI","CODEDO","CODMUN","APLART","APLART6","ALCORD","CODTIPCOM","NUMCON","FECCON","NUMPTO","FECPTO","NUMRES","PORTOL","FECAPR","MONFIA","TIPFIA","CEDFIRAUT","CODTIPART","OBSEMB","CODTIPFIN","CODSUC","CODARTEMP","CODPROCCONT"
"20OCG00090",2020-02-12 00:00:00,"0000002523","ADQUISICIÓN DE PRODUCTOS DE ASEO PERSONAL PARA SU INCLUSIÓN EN EL MERCADO OBRERO, EL CUAL SE ESTARÁ BENEFICIANDO A TODOS LOS TRABAJADORES Y TRABAJADORAS DE MINPPAL Y CUSPAL. ",,,,1957500000,0,"20OCG00090",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000410,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,CSARMIENTO,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00062,2020-02-12 00:00:00,,0,1899-12-30 00:00:00,,,V18863379           ,"0000000001",,"000001",,,"002"
"20CAL00415",2020-03-11 00:00:00,"0000000113","ADQUISICION DE 701,48 TM DE HARINA DE MAIZ A UN PRECIO DE 46.012.5451,00 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL, C.A  (ADQUISICION PRODUCTO TERMINADO) SILOS ESSAGUA COMPENSACION",,,,32276837133.7,0,"20CAL00415",N,S,,SEGÚN ACUERDO ENTRE PARTES,2020-03-12 00:00:00,"001",1,,C,"0",,,,,,N,OCCP,SC000746,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,FAROJAS,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-03-11 00:00:00,XXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00455",2020-03-16 00:00:00,"0000002093","ADQUISICION DE 1000TM PASTAS A UN PRECIO DE 990 ¿/TM A LA EMPRESA COMERCIALIZADORA ROFRANBERT, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,990000,0,"20CAL00455",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-03-16 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XC,2020-03-16 00:00:00,X,0,,,,V13925706           ,"0000000021",,"000001",,,"001"
"20CAL00456",2020-03-16 00:00:00,"0000001502","ADQUISICION DE 700TM PASTAS A UN PRECIO DE 945 ¿/TM A LA EMPRESA AGROINDUSTRIA LOS TURPIALES, RZ 1009, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,661500,0,"20CAL00456",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V17797131           ,"0000000021",,"000001",,,"001"
"20CAL00458",2020-03-16 00:00:00,"0000001926","ADQUISICION DE 2000TM ACEITE A UN PRECIO DE 1400 ¿/TM A LA EMPRESA INVERSIONES Y FESTEJOS DOÑA SOFIA, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,2800000,0,"20CAL00458",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,0,,V15673657           ,"0000000021",,"000001",,,"001"
"20CAL00459",2020-03-16 00:00:00,"0000000174","ADQUISICION DE 2000TM MAIZ AMARILLO A UN PRECIO DE 290 ¿/TM A LA EMPRESA ALIMENTOS ESSAGUA, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,580000,0,"20CAL00459",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V15822782           ,"0000000021",,"000001",,,"001"
"20CAL00460",2020-03-16 00:00:00,"0000002262","ADQUISICION DE 2.400 COMBOS DE ALIMENTOS A UN PRECIO DE 1.125 ¿/TM A LA EMPRESA TROPICAL IMPORT, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,2700000,0,"20CAL00460",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V25205391           ,"0000000021",,"000001",,,"001"
"20CAL00461",2020-03-16 00:00:00,"0000000951","ADQUISICION DE 150.000 / COMBOS DE ALIMENTOS,  A UN PRECIO DE   15,25 EURO/ POR COMBO EN PRESENTACION BOLSA  A LA EMPRESA  ALIMENTOS FENIX VENEZUELA (ADQUISICION PRODUCTO TERMINADO).",,,,2287500,0,"20CAL00461",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-03-16 00:00:00,XXXXXXXXX,0,,,,V24925022           ,"0000000021",,"000001",,,"001"
"20CAL00462",2020-03-16 00:00:00,"0000002518","ADQUISICION DE 1500TM FRIJOL A UN PRECIO DE 950 ¿/TM A LA EMPRESA AGROPECUARIA HCR, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,1425000,0,"20CAL00462",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-03-16 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V16504905           ,"0000000021",,"000001",,,"001"
"20CAL00463",2020-03-16 00:00:00,"0000002684","ADQUISICION DE 50.000/ COMBOS DE ALIMENTOS,  A UN PRECIO DE   12.82 EURO/ POR COMBO EN PRESENTACION BOLSA  A LA EMPRESA  GENERAL SUPPLY  VENEZUELA(ADQUISICION PRODUCTO TERMINADO).",,,,641000,0,"20CAL00463",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-03-16 00:00:00,XXXXXX,0,,,,V7717392            ,"0000000021",,"000001",,,"001"
"20CAL00464",2020-03-16 00:00:00,"0000002518","ADQUISICION DE 2500TM ACEITE A UN PRECIO DE 1350 ¿/TM A LA EMPRESA AGROPECUARIA HCR, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,3375000,0,"20CAL00464",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-03-16 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V16504905           ,"0000000021",,"000001",,,"001"
"20CAL00465",2020-03-16 00:00:00,"0000002518","ADQUISICION DE 1000TM HARINA DE MAIZ A UN PRECIO DE 810 ¿/TM A LA EMPRESA AGROPECUARIA HCR, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,810000,0,"20CAL00465",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-03-16 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,X,2020-03-16 00:00:00,X,0,,,,V16504905           ,"0000000021",,"000001",,,"001"
"20CAL00466",2020-03-16 00:00:00,"0000001974","ADQUISICION DE 50.000/ COMBOS DE ALIMENTOS,  A UN PRECIO DE   11.70  EURO/ POR COMBO EN PRESENTACION BOLSA  A LA EMPRESA  CORPORACION DE ALIMENTOS FRESH MICKY (ADQUISICION PRODUCTO TERMINADO).",,,,585000,0,"20CAL00466",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-03-16 00:00:00,XXXXX,0,,,,V13846749           ,"0000000021",,"000001",,,"001"
"20OCG00384",2020-07-15 00:00:00,"0000002652",ADQUISICION DE MATERIALES DE FERRETERIA PARA REPARAR UN CIRCUITO ELECTRICO GENERADO EN LAS GUAYAS DE ALTA TENSION UBICADAS EN UNA TAQUILLA DE PLANTA BAJA Y  LA OFICINA DE VICEPRESIDENCIA DE CUSPAL,,,,60204266.8,0,"20OCG00384",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001539,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00214,2020-07-15 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20OCG00385",2020-07-16 00:00:00,"0000002652",ADQUISICION DE MATERIALES DE FERRETERIA PARA LA EMPAQUETADORA DE AZUCAR-MAMPOTE,,,,175721967.8,0,"20OCG00385",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001541,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00215,2020-07-16 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00386",2020-07-16 00:00:00,"0000002652",ADQUISICION DE MATERIALES LOS CUALES SERAN UTILIZADOS PARA REPONER EL INVENTARIO DEL ALMANCEN DE LA GERENCIA DE MANTENIMIENTO INSTITUCIONAL DE LA CORPORACION CUSPAL.,,,,1738763902.42,0,"20OCG00386",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001545,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00216,2020-07-16 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20CAL01182",2020-07-16 00:00:00,"0000001644",ADQUISICION DE 1900 CAJAS DE A UN PRECIO 63.36 EUROS LA CAJA CON UNA PRESENTACION 170 GRX 48 LATAS CORRESPONDIENTE  A LA ,,,,120384,0,"20CAL01182",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-07-16 00:00:00,XXXXX,0,,,,V17482063           ,"0000000021",,"000001",,,"001"
"20CAL01183",2020-07-16 00:00:00,"0000001644","ADQUISION DE 750 CAJAS DE SARDINA CORRESPONDIENTE A LA EMPRESA  CORPORACION DE SERVICIOS PESQUEROS ACUICOLAS DE VENEZUELA, C.A. BAJO LA MODALIDAD FONDEN.",,,,11085,0,"20CAL01183",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-07-16 00:00:00,XXXXXX,0,,,,V17482063           ,"0000000021",,"000001",,,"001"
"20CAL01191",2020-07-20 00:00:00,"0000002160","ADQUISICION DE 50.000 COMBOS DE ALIMENTO CON UN PRECIO DE 12.62 EUROS/ COMBO CORRESPONDIENTE A LA EMPRESA 4 EVER PLUG, C.A. BAJO LA MODALIDAD FONDEN (PRODUCTO TERMINADO)",,,,631000,0,"20CAL01191",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-07-22 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-07-20 00:00:00,XXXXXXX,0,,,,V10919514           ,"0000000021",,"000001",,,"001"
"20CAL01205",2020-07-23 00:00:00,"0000002156","ADQUISICION DE 600.000 COMBOS CON UN PRECIO DE 12.47 EUROS/ TM  DE ALIMENTOS A LA EMPRESA  DAYKARI, C.A.  (ADQUISICION PRODUCTO TERMINADO) BAJO LA MODALIDAD FONDEN ",,,,7482000,0,"20CAL01205",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-07-23 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-07-23 00:00:00,XXXXX,0,,,,V18301517           ,"0000000021",,"000001",,,"001"
"20CAL01211",2020-07-24 00:00:00,"0000002693","ADQUISICION DE 150.000 COMBOS DE ALIMENTOS CON UN PRECIO 12.47 EUROS/ COMBO CON UNA PRESENTACION DE COMBOS CORRESPONDIENTE A LA EMPRESA INVERSIONES MAGEMEL, C.A. BAJO LA MODALIDAD DE FONDEN ",,,,1870500,0,"20CAL01211",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"00 ",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-07-24 00:00:00,XXXX,0,,,,V9579310            ,"0000000021",,"000001",,,"001"
"20OCG00490",2020-10-30 00:00:00,"0000002655",SUMINISTRO DE ALIMENTOS PARA SER UTILIZADOS EN EL COMEDOR  CD-CUSPAL-068-2020.,,,,14915234000,0,"20OCG00490",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001900,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,COM-202-00259,2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00491",2020-10-30 00:00:00,"0000002655","SUMINISTROS DE ALIMENTOS Y COMIDA REQUERIDA POR LA CORPORACION CD-CUSPAL-003-2020, (JORNADAS DE DESINFECCION Y DESPLIEGUES  DE RUTAS INFORMATIVAS EN LA PARROQUIA EL JUNQUITO DURANTE EL PERIODO 19/10/2020 HASTA EL 24/10/2020 EN EL MARCO DE APLICACION DE LAS POLITICAS DE LA PREVENCION ANTE EL COVID-19.)",,,,1667268000,0,"20OCG00491",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001901,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,"2020",2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00492",2020-10-30 00:00:00,"0000002655","SUMINISTROS DE ALIMENTOS Y COMIDA REQUERIDA POR LA CORPORACION CD-CUSPAL-003-2020, PARA DOTACION DE LA COCINA DE LA PRESIDENCIA DE LA CUSPAL DURANTE EL PERIODO 19/10/2020 AL 24/10/2020. ",,,,5115458000,0,"20OCG00492",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001902,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,"2020",2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00493",2020-10-30 00:00:00,"0000002652",ADQUISICIÓN DE MATERIALES PARA SER UTILIZADOS EN DIFERENTES AREAS DE CUSPAL CD-CUSPAL-069-2020.,,,,1100381800,0,"20OCG00493",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001903,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,COM-202-00260,2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00494",2020-10-30 00:00:00,"0000002668",ADQUISICIÓN DE REPUESTOS PARA MOTO SUZUKI VSTROM DL650 ASIGNADA A LA DIVISION DE TRANSPORTE DE CUSPAL CD-CUSPAL-070-2020.,,,,693216000,0,"20OCG00494",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001908,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,COM-202-00261,2020-10-30 00:00:00,,0,1899-12-30 00:00:00,0,,                    ,"0000000001",,"000001",,,"001"
"20OCG00495",2020-10-30 00:00:00,"0000002668",ADQUISICIÓN DE INSUMOS PARA EL MANTENIMIENTO DE LOS MONTACARGAS ASIGNADOS AL FRIGORIFICO DE TAZON CD-CUSPAL-071-2020.,,,,1189464000,0,"20OCG00495",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001909,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,COM-202-00262,2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00496",2020-10-30 00:00:00,"0000002731","MANTENIMIENTO DE LA BASE DE DATOS DEL SISTEMA SIGA DE CUSPAL CD-CUSPAL-072-2020.
",,,,706440000,0,"20OCG00496",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST001913,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,COM-202-00263,2020-10-30 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20CAL00017",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 66,54 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS ESSAGUA COMPENSACION",,,,1982487273.26,0,"20CAL00017",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000007,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00018",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 94,51 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS CHAGUARAMAS COMPENSACION",,,,2815687519.99,0,"20CAL00018",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000009,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,0,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00019",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 94,51 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS TUCUPIDO COMPENSACION",,,,2815875219.98,0,"20CAL00019",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000010,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,0,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00020",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 191,91 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS ASOPRUT COMPENSACION",,,,5717717034.47,0,"20CAL00020",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000011,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00021",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 145,59 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS AGRIDOCA COMPENSACION",,,,4337803330.62,0,"20CAL00021",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000012,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,0,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00022",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 32,21 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS GUANARE II COMPENSACION",,,,959710038.65,0,"20CAL00022",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000013,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00023",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 25,08 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS AGROPATRIA GUANARE COMPENSACION",,,,747233652.23,0,"20CAL00023",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000014,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-01-17 00:00:00,XXXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00203",2020-01-27 00:00:00,"0000000210",ADQUISICION DE 97.500 POLLO BB  A LA EMPRESA PROAGRO A UN PRECIO UNITARIO DE 0.40 $/POLLO BB (ADQUISICION PRODUCTO TERMINADO POR COMPENSACION DE DEUDA),,,,2891439525,0,"20CAL00203",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000173,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-01-27 00:00:00,X,0,1899-12-30 00:00:00,,,V9716810            ,"0000000021",,"000001",,,"001"
